Text,Label
ወየልሽ ነፍጠኛ የትግራይ እናቶች የነፍጠኛ ጀኔራል ዱቄት ለማድረግ ተዘጋጅቷል,Regional
ጉራጌ የምኒልክ ሃውልትን አፍርሶ የሚሸጥ ኢደፓ እውነታ አለው,Regional
ራያ ሙሉ ለሙሉ ማለት ይቻላል ለጊዜው በፋኖ አገዛዙ ጦር ስር ነው ያለችው,Individual
ክልሎችን እርስ በራሳቸው የማጋጨት ትግል አይቆምም ስልት እና ዘዴ ቀርፃ በየትኛውም መነገድ ተጠናክሮ ይቀጥላል ወደ አሸናፊነት ይንደረደራል,Regional
ሁላችንም መከላከያን ለማጥፋት በተመሳሳይ በዙሪያችን ያሉት ገበሬ ሚኒሻ አድማ ብተና እና የትኛውንም ማኅበረሰብ ክፍል የማንቃት ኃላፊነት አለበበን,Country
የኦህዴድ ኦነግ ሸኔ ሰራዊት ሰላይ መሆንዋ ኋላ ወደታወቀባት የለሚ በር ቀጠና ሴተኛ አዳሪ ቤት ገብተዉ እንደተቀመጡ በጀግኖቹ በወለቃ ግባር አሳምነዉ ብርጌድ ፋኖዎች ባደረጉት ኮፖሬሽን ከዘራፊዎቹ የፋሽስቱ ወታደሮች በተጨማሪ አብረዋቸው የነበሩ 5 የሸኔ አባሎች ተያዙ,Individual
እግዚአብሄር እድሜ ጤናን ይስጥልን በርታ የኦርቶዶክስ የምንም ኮራንባችሁ አንተና ሀብታሙን,Country
እምስ መላስ ሴትን የሚያከብር ሴተኛ አዳሪ ተብለው ገላ ቸርቻሪ ሸርሙጣ ሸሌ የሚባሉት ሴቶች ይከበሩ,Individual
በስትራቴጂ ተናለው አብረው ቢሰሩም የስልጣን ሽኩቻ በመካከላቸው ቀድሞውኑም ስለነበር በቅርቡ የነ ጃል መሮ ኦነግ ትልቅ መናኸሪያ በሆነው በቄሌም ወለጋ አንፊሎ ወረዳ፣ ከፍተኛ ውጊያ ተድርጎ ነበር,Individual
የጎጃም የጎንደር ሙስሊሞችም ቢሆኑ መስጊድ የሚሄዱት ሶላት ሰግዶ አላህን ለማስታወስ ሰርቶ ጫማ ሰርቆ ለመመለስ አከተመ,Regional
ኢትዮጵያውያን አገርን ከወራሪ ጠላት ከድርቅና በረሀማነት ሊከላከሉ,Non-Racist
ሂዱና አህዛብን በአብ በወልድና በመንፈስ ቅዱስ እያጠመቃችሁ ያዘዝኋችሁን እንድጠብቁ እያስተማራችሁ ደቀ መዛሙርት አድርጓቸው,Non-Racist
ግሙን እስልምና ከኢትዮጵያ እናጠፋለን,Country
ሙስሊም አይፈርድም ሙስሊም ከፈረደ አረደ ይሉታል አልሃምዱሊላህ የስራ ዋጋቸው እየተከፈሉ ማንቁርታቸው እስኪሰነጠቅ አሃዳዊነት አሃዳዊነት እያሉ አለፋችሁ ውሻነት መቀየራቸው ደግ ሁኗል እያንዳንድህ የእጅህ ዋጋ እየተከፈለህ,Country
እምቦጭ እግዜሩ ለጎጃሜ ግፍ የሰጠው ምላሽ ጎጃሜ በከባድ ቡዳነት የወሎየውን የሸዋውን በጀት ዘርፎ ሲበላ መድሀኒአለም ያለቻቸውን ውሀ የሚበላ እንቦጭ ላከበት ለእንቦጭ የተላከ እንቦጭ,Regional
ወንዶች ውሻ,Country
ቀድሞ ስሙ ሻንቂላ ስሙ ጉሙዝ ክርስትያኖችን ማሳደዱን ማረዱን ቀጥሎበታል አጋንንታዊ ተልእኮ ቀድሞ ስሙ ጋላ በአሁን ስሙ ኦሮሞ አርሲ ሲያደርግ ከነበረው ቅጥያ,Regional
ልትበሉ ስታስቡ ስታወድሱ እንደው ይሙት እናንተ በቀለን ጃዋርን ህዝቅኤልን ታሞግሳላችሁ,Non-Racist
ወንዶች ስሜታቸውን መቆጣጠር የማይችሉት,Country
አለመማር ደቆሮነት ዋልጌነት ወዘተርፈ ይባላሉ,Country
ጁንታው ያቀደው የማይካድራ ፍጅት ባለመሳካቱ በመቀሌና ዙሪያዋ ሊፈፅም ተዘጋጅቷል ደጀን አሰፋ ጀግናው መከላከያ ሰራዊት የጁንታውን እያሳደደ መቀሌ ወሸቀው ቀጥሎ መቀሌን ከበባት የጁንታውን ፍፃሜ ሊያበስር ከኤታማጆር እየተጠባበቀ ጀግናው መከላከያ ሰራዊት ህዝባዊ ሰራዊት በታላቅ ህዝባዊ ሀላፊነት ግዳጁን እየተወጣ የመጣ በአንፃሩ ሀላፊነት የማይሰማው ጁንታ ህዝቡን ምሽግ የማይካድራን ፍጅት ለመፈፀም የህዝቡን ተጋላጭነት ጨምሮታል የሀገር መከላከያ ሰራዊትን መፈተኑ አልቀረም የጁንታው ዝግጅት በመቀሌ መከላከያ ሰራዊት የኤርትራ ሰራዊት የሚለብሱትን መለየ በብዛት አዘጋጅቷል ገዳይ ስኳዶችን አዘጋጅቷል ገዳይ ስኳዶች የኤርትራ ሰራዊት የሚለብሱትን መለየ በማልበስ በህዝብ እንድተኩሱና ለይተው ነፍሰ ጡሮችን ህፃናትን አዛውንቶችን እንድመቱ ታዘዋል ቀጥሎም የጁንታው ፈንታ የኢትዮጵያና የኤርትራ መንግስታትን በጦር ወንጀል እንድከሰሱ አቅዷል በተመረጡ ቦታወች ካሜራወችን መግጠሙ ተነግሯል ገዳዩም ከሳሹም ጭካኔ በመቀሌ በዙሪያዋ በሚገኙ መኖሪያ ቤቶች መስጊዶች ክርስቲያኖች የህክምና ተቋማት የእርዳታ ድርጅቶች የንግድ ቤቶች ህንፃወች የተመረጡ የጁንታው አባላት የሲቪል ልብስ ለብሰው እንድገቡ ተብሏል ጌታቸው እንደተናገረው ህዝባዊ ጦርነት እንደሆነና በገጀራም በጩቤም በክላሽም የሀገር መከላከያ ሰራዊትን መክቷል ምስል ለመፍጠር ያለመ የመከላከያ ሰራዊት የመከላከል አፀፋዊ እርምጃ ከወሰደ መከላከያ ሰራዊት ህዝቡን ጨፈጨፈ የውሸት ክስን ለማሰማት የሚቆምረው አደገኛ ወንጀል ጁንታው በመቀሌ ዙሪያዋ እየተሸነፈ ከመጣ እነዚሁ የክፋት አባቶች ጠንስሰዋል የሀገር መከላከያ ሰራዊትን በመርዝ መጨረስ ድንገት የመከላከያ ሰራዊት አባላት ቢጠማቸው አለያም ምግብ ቢርባቸው የተመረዘ ምግብ የሚያቀርቡ ሲቪል የለብሱ የጁንታው አባላት ወጣቶች እናቶችን አዘጋጅቷል ጁንታው ኮማንዶውን ሀይሉን ሚሊሻውን አካል ጉዳተኛ የቀድሞ ታጋዮችን መትረየስና መሳርያወችን አስታጥቆ በመቀሌ ዙሪያዋ መሽጏል ጁንታው የዚህን የታጠቀ ሰራዊት ማሰለፉ እንድያልቅ ስለሚፈልግ ተዋግቶ አደርጋለሁ እውነተኛ እሳቤ ውጊያው ቀላል እንደማይሆን ግልፅ መሸነፉ እሙን እንደተጠበቀ ጁንታው እየተሸነፈ ሲመጣ ቢሸሽ ያሰለፋቸው አካል ጉዳተኞች እስኪሞቱ መዋጋታቸው አይቀሬ በከተማዋ የሚደርሰውን የጥፋትና የጉዳት መጠን እንደሚያደርገው ጥርጥር ቋንቋ ማይካድራን ይደግሙታል ጁንታው በተፈጥሮው የበለጠ አረጋግጧል የክፋታቸው መጠን የዚህን ግምት ለህዝባቸው የማይራሩ ክፉወችና ጨካኞች አመታት በነዚህ አረመኔወች እንደተመራ ማሰብ ይዘገንናል ጁንታው በመጨረሻዋ አስመራ አድስ አበባ የሚተኩሳቸው እንደሚኖሩ ተጠቁሟል ቢችል በአስመራ በአድስ አበባ በሚገኙት መንግስቶች ኢላማውን ያደርጋል ተብሏል በአስመራ የሚገኘው የአሜሪካ ኤምባሲም ለዜጎቹ ማስጠንቀቂያ ሰጥቷል የተባለውን ጥቃት ተግባራዊ ከቻሉ አላማው የወጉን ኢሳያስ አብይ የጁንታውን ትርክት የበለጠ ለማጠናከር ግጭቱ አካባቢያዊ መልክ እንድኖረው ለማስቻል በዋናነት የአለም አቀፉ ማህበረሰብ ጣልቃ እንድገባ በአንፃሩ የአለም አቀፍ ማህበረሰቡ ጣልቃ ባይገባ ጥቃት አስመራ በመፈፀም የኤርትራን አበሳጭተን እርምጃ እንድገባ ያስችለናል በተዘዋዋሪ ግጭቱን ቀጠናዊ መልክ እንድኖረው ያስችላል መላምት ጥቃቱን አድስ አበባ ከፈፀሙ መከላከያ ሰራዊት በብስጭት ጨረሰ በተጠቀሱት ሲቪል ለባሽ የጁንታው አባላት ከቤት በሚተኩሱት መሳሪያ ጉዳትን በመከላከያው በመፈፀም መከላከያ የአፀፋ እርምጃ እንድወስድ እናስገድዷለን በካሜራ ይቀርፁታል ቀጥሎም መከላከያ ጨረሰ ፕሮፓጋንዳ ይነዛሉ በህዝብ ቁማር ባለፉት ቀናት ለመቀሌ ዙሪያዋ ለሚገኘው መረጃወችን ለማድረስ በሄሊኮፕተር የታገዘ የበራሪ ወረቀት ብተና አካሂዷል የደረሰው ደርሶታል ያልደረሰው በደረሰው እየተሰማማ ጁንታው ካድሬወቹን ሀይሎቹን አሰማርቶ በራሪ ወረቀቶቹን በመሰብሰብ እያቃጠለ የተባለ እስከትላንት በትግራይ ቴሌቪዥን አሉቧልታ አትስሙ ፕሮፓጋንዳን እያሰራጨ ከፌደራል የደረሰውን መረጃ ተጠቅሞ ተገቢውን ጥንቃቄ እንዳያደርግ የግፍ በውጭ ሀገራት የትግራይ ተወላጆች ጁንታው በህዝባቸው ያቀደውን የማይካድራ የጥፋት እቅድ ዛሬውኑ በግልፅ ማውገዝ ይጠበቅባቸዋል ካልሆነ ጁንታው በድሎ እያለቀሰ ህዝባችሁን ጨርሶ ትግራይ ትገንጠል አጀንዳን ይተክልባችሀል ማጠቃለያ መንግስታችን የተጠቃቀሱትን የጁንታውን የክፋት ሴራወች ለአለም አቀፉ ማህበረሰብ አስቀድሞ ማስታወቅ አለበት የተለየ የኮምኒኬሽን አድቮኬሲ ግብረ ሀይል ለጊዜው ማቋቋም ከኮማንድ ፖስቱ እየተናበበ የሚሰራ ለተለያዩ የውጭ አገራት ድፕሎማቶች በየአጭር ጊዜያት ማብራሪያ መስጠት በኢሜይል ዘደወች ወቅታዊ መረጃን መስጠት ከጉዳዩ እንድጣበቁ እርዳታቸውን መጠየቅ የውጭ ሚድያን አክሰስ ከሚያውቋቸው ሴናተሮች ፕሬዝዳንቶች ገቨርነሮች ሎቢስቶች ግንኙነት ለመፍጠር የአድቮኬሲ ልምዳቸውን እንድያካፍሉ በውጭ ኢምባሲወቻችን በልዩ አተኩረው እንድሰሩ በውጭ ድያስፖራ ኢትዮጵያውያን ኤርትራውያን ሰላማዊ ሰልፍ እንድወጡ የጁንታው የክፋት ሴራወች እንድያጋልጡ ማስቻል ተከታታይ የማህበራዊ ዘመቻ ቲውተር በእንግሊዝኛ በፈረንሳይኛ በአረብኛ በውጭ ምሁራን ታዋቂ ግለሰቦች በውጭ መገናኛ ብዙሀን በጉዳዩ መረጃ ትንተና እንድሰጡ የሚያስችል ሁኔታወች ማመቻቸት የሀይማኖት አባቶች የጎሳ መሪወች ታዋቂ ግለሰቦች ምሁራን በአጠቃላይ ዜጎች ጁንታው ያቀደውን የክፋት ሴራወች ከወድሁ እንድያወግዙ ጨምሩበት በአጠቃላይ ጀግናው የመከላከያ ሰራዊት በሀገሪቱ የተሰጠውን የማስከበር ብሄራዊ ተልእኮ በድል እየተራመድ መጥቷል ድሉን ለየት የሚያደርገው ጁንታው እንዳቀደው የንፁሀን ዜጎች ሳይጎዱ በከፍተኛ ጥንቃቄ የተገኘ ክብር ለመከላከያ ሰራዊት ሰአትም ግዳጁን በተለየ አንፀባራቂ ለመቋጨት ጀግናው የመከላከያ ሰራዊት በከፍተኛ ወታደራዊ ብቃት ዝግጅት ኢትዮጵያዊ በተጠንቀቅ ፊሽካዋን እየተጠባበቀ የቆየውም ለህዝብ ስለሚጠነቀቅ የጀግናው መከላከያ ሰራዊት ታውቆ ያደረ የዘገየው በምክንያት አንፀባራቂ ለጀግናው መከላከያ ሰራዊታችን አንፀባራቂ ለጀግናው አየር ሀይላችን,Individual
ሻወር ከራስ ይጀምራል መጀመሪያ ራስህን አፅዳ መጀመሪያ ከፋፋዩ ሚድያ ዋልታ,Individual
በግል በምትፅፋት ፋከራ አደለም በውጭ ያለውን የምታሳርዱትኧረ በውጭም ያለን የህዝብ አንድነት ለመናድ አትስሩ እንደተማረ አስቡ,Country
ኦርቶዶክሳዊ አሸባሪወች የዘመድኩን በቀለ ቤተሰቦች ሸይጧን በሰው ተመስሎ ሲመጣ ማንን ይመስላል ከተባለ ከሰሜን ደብተራ አይዘልም መስቀሉ ሰለቻቸው በመሳሪያ ማሳለም ጀምረዋል ደብተራ,Country
የአማራ ባለስልጣን ዛሬ ብንናገር እንታሰራለን ብላችሁ የሰጋችሁ ነገ በህሊና ፀፀት ምላሽ አጥታችሁ ከእስር በላይ ውሳጣችሁ ይለበላባል,Regional
ሆዳም በየተራ እየመጡ የሚወዘፉብን የራሳችን ባለስልጣናት መከራችንን ያበዙት,Non-Racist
ነፍጠኛ ደብተራ እንደልቡ እንድፈነጭ አቢይ አህመድ በር ከፍቶለታል,Regional
በአንተ መሪነት በለጸገች እድገት ማየት ምኞቴ,Non-Racist
በመገናኘቴ ደስተኛ,Non-Racist
ቀድሞ ስሙ ሻንቂላ ስሙ ጉሙዝ ክርስትያኖችን ማሳደዱን ማረዱን ቀጥሎበታል አጋንንታዊ ተልእኮ ቀድሞ ስሙ ጋላ በአሁን ስሙ ኦሮሞ አርሲ ሲያደርግ ከነበረው ቅጥያ,Regional
ህውሀት ካልጠፋች ዘረኝነት ከኢትዮጵያ አይጠፋም ህውሀት ወደደችም ጠላችም ጣፈጣትም መረራትም ከዚህ በሀላ ለዚህ አገርና ደህንነት ለማስጠበቅ የተለያዮ ብሄረሰቦች ቋንቋወች ባህሎችና ወጎች መኖራቸው የግድ ተቀብሎ የብሄረሰቦችን እኩልነት በትክክል ለማረጋግጥ በንቅት የተመሰረተና የሚሉ ወገኖችን ትርክትና እንቶፈኒቶ ቅስቀሳ ለማቆም የሚያስችል ውይይት እንድደረግ የሚገፋፋ ዝግጅት ለማቅረብ ብትሞክሩ መሬት እውነትና እየተነገረን እንድ ስለማይመስል,Regional
ብሄርተኝነት የሚቃወሙ የፅንፈኛ አክራሪ ነፍጠኛው ቡድን አባላት,Regional
የአማራ ባለስልጣን ዛሬ ብንናገር እንታሰራለን ብላችሁ የሰጋችሁ ነገ በህሊና ፀፀት ምላሽ አጥታችሁ ከእስር በላይ ውሳጣችሁ ይለበላባል,Regional
እኔማ ምክርህን ሰምቸ ሪታየር አድርጊያለሁ,Non-Racist
ምርጥ ሃሳብ ምርጥ ፕሮግራም ታክሎበት ምርጥና ጠቃሚ ውጤት ለህዝቡ ያስገኝለታል አንተም ምርጥ በርታ,Non-Racist
በፌደሊዝም ልምምድ እየሄደች የለችን ሀገር የነፍጠኛ ስርአት ናፋቂ የኛ ካልሆነ ሞቸ እገኛለው በማለት ብሄር ብሄረሰብን ንቀው አገርን ለዚህ ዳረጓት,Country
ህሊና ሲሞት ገላ ይወፍራል አልሰማህም ስራቸው ሲበላሽ በመቀየር ለመታደስ የሚወራጩ ነውረኞች በወደቀ ግንድ ምሳር ይበዛበታል እንድሉ ዛሬም ስለህወሃት ይለፈልፋሉ ህዘረቡ ስለህወሃት በአደባባይ የተናገረውና የታገለው ቀደም በተቃራኒው ህዝቡ ለሚድያው የመረጃ ምንጭ እየሆነው,Non-Racist
አማራ ፋኖን መጥላት የባንዳነት መገለጫ,Regional
ቆሻሻ ጭራቅ ከሰይጣን የከፋ ቅማላም ካድሬ ቱ ቱ,Non-Racist
ጀግናው ኢሃድግ ለጋላ መዳኒት ጋላ በቀን ሶስቴ መገረፍ አለበት ህዋሃት ተመልሶ መቶ ያሳይልኛል,Regional
ከጃዋር ፌስ ቡክ ፖስት አንድም ስህተት እንደማታገኝ እርግጠኛ ሆኘ ነግርሀለሁይልቁንስ ያንተ ፌስ ቡክ በንፁሀን ደም የጨቀየ ነውማርያምን,Non-Racist
ፀሀፊው እስላላም እስላም ካፈጣጠሩ ጀምሮ ውሸታም,Country
መንግስትን በቀጥታ አንገጥምም ማተባችን ማተባችን ማሽሞንሞን አያስፈልግም,Non-Racist
ይህ የሚኒሻ ሰራዊት ከበላይ ከፍተኛ አመራሩ 98% በ ፅንፈኛ ኦሮሞ አመራሮች የተሞላ ሲሆን ተራ ወታደሩ 80% ያህሉ በኦነግ ወታደር ተዋቅሮ የተገነባ ነው ስንል በእውነተኛ መረጃ ይዘን ነው,Country
ሁላችንም ከጀግኖቻችን ጋር እንሰለፍ በቅርቡ ታላቅ የምስራች አለን ድል ለፋኖ,Individual
ትልቁ ዘረኝነት ቋንቋህን ባህልህን እሴትህን ትተህ አማራ ሁን,Regional
የፋኖ መግለጫ ማሸነፍ ያቆመናል,Individual
አማራ ሳይንት የብልጽግና መዋቅር ፈርሶ ፋኖዎች በዚያ የራሳቸውን አስተዳደር መስርተዋል,Individual
የስራ እንድሆንልህ የዘወትር ጸሎቴ,Non-Racist
ይህች የተናገረችው ንግግር እደግፈዋለሁ ኢትዮጲያዊት አማራ ማግባት የለባትም ምክንያቱሙ አማራ ኦሮሞ ሚስት ሲያገባ ሲጣሉ ጋላ ይሰድባታል አፋር ካገባ ዘላኝ ይላታላ ትግሬ ሲያገባ ቅማላም ይላታል የማይለው ስለዚህ የኦሮሞ ሴቶች አማራ እንዳታገቡ ማለትዋ የስዋ ሀሳብ እጋራለሁ,Regional
ጉራጌም ጋላ እዚ ጋላ ያልተጠመቀ,Regional
ጀግናው ኢሀድግ ለጋላ መዳኒት ጋላ በቀን ሶስቴ መገረፍ አለበት ህዋሀት ተመልሶ መቶ ያሳይልኛል,Regional
ኢትዮዽያዊነት ጎንደር ታየች,Individual
አማራ ሳይንት የብልጽግና መዋቅር ፈርሶ ፋኖዎች በዚያ የራሳቸውን አስተዳደር መስርተዋል,Individual
እያልኳት ታንቀላፋለች ነገሩ,Non-Racist
ይችን ቅማል ቅርፅ ተመልከቱ ለነገሩ ታደርግ አንዳንድ የእኛ ውሻ ሴቶች እምሳቸውን እየገለቡ ለጋላ ይበዳሉ ይሀው አግኝተህ እኔን ለመሳደብ በቃህ ይች መጋዝ እንኳን እኔን ለመናገር መብቃቷ ገርሞኛል ከእንቅልፌ ስነቃ ይችን ኮሜንት ኮምቶ ወቷል,Regional
የፋኖ መግለጫ በራሳችን ልጆች መመራት ያቆመናል,Individual
ሙ ጋላ የስነ ልሳናዊና ታሪካዊ መነሻወቹ መላምት መጠ,Regional
በአሁኑ ወቅት ቅሪት የአገዛዙ ታጣቂዎች፣  ናኩተለአብ ተራራ ላይ ተሰባስበው ያሉ ሲሆን፣ ተጨማሪ ኃይል ካልተላከላቸው፣ እነርሱም በቀናት ውስጥ እጅ ይሰጣሉ ተብሎ ነው የሚገመተው,Country
በተለይ ጦርነት ከኦነጉ ገዳይ መንጋ በቅንጅት ጦርነት የከፈቱ የአገዉ ሸንጎ የአገዛዙ ተቀላቢዎች ግንባር ቀደም መሆናቸዉን የመረጃ ምንጮች ጠቁመዋል,Individual
መላው የጎጃም ህዝብ ከሶስት ቀን በፊት ባወጀው የክተት ጥሪ መሰረት ከፍተኛ የሆነ ውጊያ በተለያዮ ግንባሮች ተደርጎ የጠላት ሀይል እግሬን አውጪኝ ብሎ እንደተበተነና እንደፈረጠጠ ታውቋል,Regional
ህፃን ቅዳሜ ሲመጣ ሱፐር ማርኬት ስትገባ ትደሰታለች እንደሆነ ታውቃለህ ህፃናትም ላሜ ቦራ ሸርታቴ የሚጫወቱበት ዥዋዥዌ ያለበት ልውሰዳችሁ ስትላቸው የሚሰማቸው ስሜት ከሴት ስሜት ተመሳሳይ,Country
በወግድ ወረዳ በሰኮሮ ቀጠና በ02 ቀበሌ የኦህዴድ ኦነግ ሸኔ ሰራዊት የተለያዩ የቤት ቁሳቁሶችን ለምሳሌ ማንኪያ ፣ ሲኒ ፣ ጀበና እና ከወያኔ የተማሩትን ሊጥ የያዘ ባሊ ዱቄት በርበሬ ሽሮ እና ቡና ሳይቀር ይዘዉ ሲሄዱ ተያዙ,Individual
ወጥር ጀግናዬ ፋኖ አንተ የወንድ ቁና ለሐገር የቆምክ አንተ ብቻ,Individual
ዘረኛ የሚል ቃል የሚገልጸው ለዋልታ,Individual
የኢትዮጵያ መከላከያ ሰራዊት ዛሬ በ24/2/2016 ዓ.ም  ወደ ሰከላ ለመገስገስ አሽፋ ከተማ የነበር የጠላት ኃይል ልዬ ቦታዉ ደረዋ ቤተክርስቲያን አካባቢ  ለዝርፊያ ሰፍሮ ይገኛል,Country
ለኢትዮጵያ አንድነት ጥንብ ግማታም እስላሞች የሚያሰጋት,Country
እያንዳንዱ ፋኖ የተማሩ ባለ ምጡቅ ክህሎት ባለቤቶች ናቸው,Individual
ይሄ ነው አማራ ይሄ ነው የአባቶቻችን ልጆች ፋኖነት ኩራት ነው,Individual
ወገኔን ፋኖን አልወጋም ብሎ ለሚወጣ  እውነተኛ የመከላከያ ሰራዊት ክብር አለን,Individual
የአማራ ሚድያ ይከብዳል,Non-Racist
ነፍጠኛው ቡድን ብሄሮች የከፈተው ዘመቻ መመከት የማንነትና የሞራል,Regional
ትግራዋይ የቀን ጅቦች ካንከሮች,Regional
ጎጃሜን የምጠላበት ዋናው ምክንያቴ ለእስላሞች ቤተክርስቲያን የተጠጋ ተሰጣቸው ተዋህዶ የሚባል የፌስቡክ ቤጅ ለጠፈ,Regional
በጥቃቅን ጠባብ ቁንጮች እራስህን አታስደፍር ፋኖ በአብይ ካድሪ አይመራም,Country
ሰላም ለሰው ልጆች ሰላም ለሃገራችን ሰላም ለፖለቲከኞች በሙሉ ሰላምን ያብዛልን ውሎ,Non-Racist
መካነየሱስ ከተማ በነበረው የብልጽግና ሰራዊት ላይ የፋኖ ሃይሎች ጥቃት አድርሰዋል,Individual
አይሁድ የህግ መጽሃፍትን ጠቅሰው በሞገቱት ኢየሱስ አላቸው እናንተ በመፃህፍት የዘላለምህይወት እንዳላችሁ ይመስላችኋልና እነርሱን ትመረምራላችሁ እነርሱም ስለኔ የሚመሰክሩ,Individual
ምለው የበሰበሰ ጋላ ጴንጤ አብይ ተብዮው ታላቁ የመስቀል የሚከበርበት ኢሬቻ ጥንቆላ የሚያስመልክብን አስቦ ደደብብብ ጋላ እድሜህ ይጠር,Individual
አብይ እንዳሰበው እየሔደለት አይደለም እንዲሁም ለሁሉም ግገባሮች ቅስም ሰባሪ ከባድ ሽነፈቶችን እየተከናነበ ይገኛል ይህ የሆነው ደግሞ በሀገር ወዳዱና በነባልባሉ ፋኖ እልህ አስጨራሽ ታላቅ ተጋድሎ ነው,Individual
ካብይ ዘረኝነት አለደ ስንኖር ኢቶጲያዊ ስንሞት ኢቶጲያዊ በጀዋር ጦስ ንፁ ዜጋ ሲገደሉ የጀዋርን ነውር ለመደበቅ ሬሳ በዘር የቆጠረው ባለማችን የመጀመሪያው መሪ አብይ ይባላል ደሞኮ ሲገደሉ ነፍጠኛ ጉራጌ ኦሮሞ ተብለው ሬሳቸው ይከፈላል ሸ እናንተ የራሳችሁን ሳታፀዱ ለማፅዳት አትሞክሩ ወሬ,Regional
ኖጵጵአድቋ ፖልቲክኞሙች ኢነጉልካትን ፍግሳን ጉሊ ለአፍታለች,Non-Racist
ልጅቷ ስርአት የላትም,Non-Racist
ጀግናው መሪየ በልበ ብሩህነትህና በአሳብ ልእልናህ ልቀ ስትገኝ ከአንተ አጠገብ በሚገኙት በርቀት ስፍራም በሚገኙና በተረዱህ ሰወች ከበሬታን ታገኛለህ,Non-Racist
ሲጀመር ስእል የአህዛብ እንጅ የክርስቲያኖች አባ ሳዊሮስ በደብተራ የተበላሸውን ክርስትና ማረም አለባቸው,Country
ኦሮሞ ለፈጣሪው ምስጋና የሚያቀርብበት መንገድ ነፍጥኞች የመረጡለት መንገድ ሊሆን አይችልም,Regional
ሆኖም መጉረጥርጡ ሊጠብቀው ሳይችል እንደ ጉም ክዶታል ጋላነቱም አረጋግጧል,Regional
ለሚወድዱኝ ትእዛዜንም ለሚጠብቁ ሽህ ትውልድ ምህረትን የማደርግ እግዚአብሄር አምላክህ ቀናተኛ አምላክ ነኝና,Non-Racist
በዚህ ግንባር የፋኖ ጦር በርካታ የሰራዊቱ አባላትን ለመማረክ ችሏል,Country
ከዚያ ወጭ በፋኖ የተማረከውን የአማራ ባለስልጣን መቁጠር አሁን ላይ አዳጋች ሆኗል,Regional
መጨረሻ አሸናፊ የክርስቶስ ባሪያወች አትጠራጠሩ,Country
በዚ ሶስት ቀን ቀድሞውኑ የመንግስት ተላላኪ የሆኑ 50 ሚኔሻዎችን ሰብሰቦ ወደ ኦነግ መከላከያ ጦር ህዝቡን ሊወጋ ሆዱ ጠልፎ ጥሎት ገብቷል,Individual
ቬሮኒካ መንገድ ምግብ ሲሸታት የሸተታት ትገባና ቓጥ ይቅርታ ሪሀና ነብሰጡር ስለሆነች አምሮኝ ከሸተተኝ ምግብ ልጉረስ,Non-Racist
ለአማራ ባለውለታችን እንደማለት ዙሪያውን ጥላታችን ተባልን ይገርማል,Regional
ግማታም እስላም,Country
በሌላ በኩል በቲሊሊ አትሌቲክስ መንደርና ህብርት አንደኛ ደረጃ ት/ ቤት መሽጎ የሚገኘዉ የብርሃኑ ጁላ መክላከያ ገዳይ መንጋና የአጎብዳጁ ብአዴን ፈፃሚ ሚሊሻና የፀጥታ አካላት ጓዛቸዉን በመሸከፍ ላይ እንደሚገኙ በተጨባጭ መረጃ ማረጋገጥ ችያለሁ,Country
እንዳለ ከየትም የመጣ የኦነግ ሸኔ ቢሰበሰብ፣ ከብልጽግና ጋር ቢሰለፍ፣ የፋኖ እንቅስቃሴ በተመለከተ ብዙም የሚለውጠው ነገር አይኖርም,Individual
